record_id,record_type,stage_number,stage_name,title,description,relevance,scope,limitations,counterevidence,claim_type,confidence,evidence_weight,source_title,source_author_or_org,source_year,source_url_or_citation,source_type,method_area,related_question,related_capability_or_function,assumption_status,uncertainty_description,risk_level,bias_or_access_issue,ethical_issue,downstream_use,prohibited_overextension,related_record_ids,review_status,revision_trigger,notes
S4-WORLD-SRC-003,source,4,Life Within Future Conditions,METR long software tasks anchor,METR long task work supports agentic software acceleration as a late 2020s pressure with external validity caveats,Supports software acceleration conditions,Book story overview,Software tasks may not generalise to whole economy or physical world,N/A,Empirical Finding / Speculative Projection,Moderate,Supporting,Measuring AI Ability to Complete Long Software Tasks,Kwa et al.,2025,https://arxiv.org/abs/2503.14499,technical evaluation,agentic AI,book only,,adopted,External validity unresolved,moderate,Software domain bias,,Supports AI pressure on digital work,Do not infer full labour replacement from software benchmark,S3-F-003;S4-TIME-001,ready,Reopen if METR estimates are superseded,Targeted forecast refresh
S4-WORLD-SRC-004,source,4,Life Within Future Conditions,AI 2027 scenario comparator,AI 2027 offers an aggressive scenario planning comparator and emphasises concrete but disputed late 2020s futures,Supports boundary case thinking,Book story overview,Scenario project not neutral forecast and timelines are disputed,Critics argue timelines are aggressive,Speculative Projection,Low,Supporting,AI 2027,Kokotajlo et al.,2025,https://ai-2027.com/,scenario project,foresight,book only,,adopted,Scenario not prediction,high,Scenario seduction risk,,Supports late 2020s boundary case,Do not import AI 2027 as project forecast,S4-RSK-001;S4-TIME-001,ready,Reopen if scenario assumptions are misused,Targeted forecast refresh
S4-WORLD-SRC-005,source,4,Life Within Future Conditions,Exponential good leader essay anchor,Dario Amodei sketches a positive powerful AI future while highlighting bottlenecks from physical world speed data humans and laws,Supports exponential good plausibility with limits,Book story overview,Company leader essay and not neutral evidence,Author explicitly says details may be wrong,Speculative Projection,Low,Supporting,Machines of Loving Grace,Dario Amodei,2024,https://darioamodei.com/essay/machines-of-loving-grace,leader essay,AI futures,book only,,adopted,Leader incentives and uncertainty remain,moderate,Frontier lab perspective,,Supports Timeline B and bottlenecks,Do not treat as evidence that good outcome will occur,S3-F-006;S4-TIME-002,ready,Reopen if used too confidently,Targeted forecast refresh
S4-WORLD-SRC-006,source,4,Life Within Future Conditions,Intelligence abundance leader essay anchor,Sam Altman frames AI futures around personal AI teams abundance compute energy and labour market change,Supports abundance and infrastructure scenario variables,Book story overview,Company leader essay and optimistic framing,N/A,Speculative Projection,Low,Supporting,The Intelligence Age,Sam Altman,2024,https://ia.samaltman.com/,leader essay,AI futures,book only,,adopted,Optimism and corporate interest remain,moderate,Frontier lab perspective,,Supports Timeline B and infrastructure variables,Do not treat abundant intelligence as inevitable,S3-F-008;S4-TIME-002,ready,Reopen if used as neutral evidence,Targeted forecast refresh
S4-WORLD-SRC-007,source,4,Life Within Future Conditions,IEA energy and AI infrastructure anchor,IEA Energy and AI frames data centre electricity and energy supply as first order conditions for AI deployment,Supports compute energy and infrastructure constraints,Book story overview,Energy projections remain uncertain and regional,N/A,Empirical Finding / Speculative Projection,Moderate,Anchor,Energy and AI,International Energy Agency,2025,https://www.iea.org/reports/energy-and-ai,official report,infrastructure,book only,,adopted,Infrastructure demand uncertain,moderate,High resource infrastructure focus,,Constrains all timelines,Do not treat compute or energy as either fatal or irrelevant,S3-F-008;S4-CLM-008,ready,Reopen if IEA projections materially change,Targeted forecast refresh
S4-WORLD-SRC-008,source,4,Life Within Future Conditions,AI and jobs labour review anchor,Review finds AI alters work processes and evidence on employment effects remains unresolved context dependent and adoption mediated,Supports labour uncertainty and divergent work models,Book story overview,Early evidence and partial coverage,Substitution and augmentation evidence both exist,Empirical Finding / Uncertainty,Moderate,Anchor,AI and jobs a review of theory estimates and evidence,del Rio-Chanona et al.,2025,https://arxiv.org/abs/2509.15265,literature review,work,book only,,adopted,Labour effects unresolved,high,High wage exposure evidence may not travel,,Constrains work models across timelines,Do not claim universal job disappearance from current evidence,S4-CLM-007;S4-CLM-008,ready,Reopen if stronger labour evidence emerges,Targeted forecast refresh
S4-WORLD-SRC-009,source,4,Life Within Future Conditions,Orbital compute boundary anchor,Orbital AI data centre papers make space compute a radical 2045 boundary condition but viability papers show severe economic communication and maintenance constraints,Supports caveated radical infrastructure option,Book story overview,Feasibility highly uncertain and mostly speculative,Viability analysis cautions against near term general terrestrial compute,Speculative Projection,Low,Supporting,Orbital compute architecture and economic viability papers,Bargatin et al. and Turyshev,2025-2026,https://arxiv.org/abs/2512.09044;https://arxiv.org/abs/2604.27197,technical papers,infrastructure,book only,,adopted,Major engineering and economic uncertainty,high,High capital and space access assumptions,,Caveated 2045 boundary condition,Do not claim unlimited space compute or near term feasibility,S4-TIME-003;S4-WORLD-SRC-007,ready,Reopen if used without caveats,Targeted forecast refresh
S4-BOOK-ARCHIVE-001,traceability,4,Life Within Future Conditions,Current scenario book archived as reference,Three Lives After the Curve was copied to archive as a style reference before redesign,Preserves useful prose texture,Book output only,Archived draft is not approved final structure,N/A,Design Decision,N/A,N/A,Three Lives After the Curve,Year Zero,2026,research/stage-04-life-within-futures/archive/STAGE_BOOK_REFERENCE_2026-06-24_three-lives-after-curve.md,workspace artifact,book output,book only,,adopted,Reference not authority,low,,,Supports future rewrite style,Do not treat archived draft as current approved book,S4-BOOK-CLU-003,ready,If archive missing restore from git or backup,Preserved before replacement
S4-BOOK-REJECT-003,challenge,4,Life Within Future Conditions,Three Lives world differentiation failure,User found current three story draft human in language but too similar across worlds and occasionally analytically omniscient,Book redesign trigger,Book output only,Does not alter authority report or pass forward,N/A,Review,N/A,N/A,,,,,,book output,book only,,adopted,Book quality failure not evidence failure,moderate,,,Requires worldspace redesign before rewrite,Do not polish similar stories into final book,S4-BOOK-ARCHIVE-001;S4-BOOK-CLU-003,reject_and_redesign,Reopen if new worlds collapse into sameness,User critique accepted
S4-BOOK-DEC-004,decision,4,Life Within Future Conditions,Scenario world redesign checkpoint active,Stage 4 book reopened only for worldspace redesign story overview and user checkpoint before final drafting,Controls next work,Book output only,Stage authority remains stable,N/A,Design Decision,N/A,N/A,,,,,,workflow,book only,,adopted,Awaiting user checkpoint,low,,,Prevents premature full rewrite,Do not draft final novellas before user approval,S4-BOOK-REJECT-003;S4-PF-001,active,User approves story overview,Book-only reopen decision
S4-BOOK-MATRIX-002,decision,4,Life Within Future Conditions,Divergent worldspace matrix created,New matrix defines linear patchwork work exponential intelligence dividend and exponential surplus worlds across distinct economy governance access and status conditions,Controls redesigned story architecture,Book output only,Matrix is not forecast probability,N/A,Design Decision,N/A,N/A,,,,,,book architecture,book only,,adopted,Worlds remain illustrative,moderate,,,Creates three materially different futures,Do not use worlds as authority or predictions,S4-WORLD-SRC-001;S4-WORLD-SRC-009;S4-PF-001,ready_for_user_checkpoint,Revise if user rejects world selection,Story overview checkpoint
S4-BOOK-STORYOVERVIEW-001,decision,4,Life Within Future Conditions,Story overview checkpoint created,STAGE_BOOK_STORY_OVERVIEW defines forecast anchors world bibles protagonist dossiers timeline arcs and scene overviews before drafting,Checkpoint artifact,Book output only,Not public manuscript,N/A,Design Decision,N/A,N/A,STAGE_BOOK_STORY_OVERVIEW,Year Zero,2026,research/stage-04-life-within-futures/STAGE_BOOK_STORY_OVERVIEW.md,workspace artifact,book output,book only,,adopted,Awaiting user checkpoint,low,,,Authorises review not drafting,Do not treat as final book,S4-BOOK-MATRIX-002,ready_for_user_checkpoint,User approves or requests revisions,Checkpoint complete
S4-BOOK-CLU-004,challenge,4,Life Within Future Conditions,Clu manual story overview review passed,Clu reviewed redesigned worlds for distinctness human believability plausibility school pressure stage boundary and analytic omniscience risk,Manual quality gate,Book output only,Final manuscript not yet drafted,N/A,Review,N/A,N/A,,,,,,book review,book only,,adopted,Final prose still needs abstraction kill pass,moderate,,,Ready for user checkpoint,Do not proceed to full drafting before user approval,S4-BOOK-STORYOVERVIEW-001,ready_for_user_checkpoint,User approval required,Manual review complete
S4-RESUME-005,decision,4,Life Within Future Conditions,Resume marker at story overview checkpoint,Stage 4 book redesign has preserved prior draft updated process rules and produced story overview awaiting user review,Enables safe continuation,Book output only,Stage 5 not begun,N/A,Design Decision,N/A,N/A,,,,,,resumability,book only,,adopted,Awaiting user decision,low,,,Next action is user review of story overview,Do not begin Stage 5 or final novella drafting,S4-BOOK-CLU-004;S4-BOOK-DEC-004,awaiting_user_checkpoint,If approved replace STAGE_BOOK with redesigned novellas,Current checkpoint marker
S4-BOOK-CHECKPOINT-APPROVED,decision,4,Life Within Future Conditions,User approved story overview checkpoint,User approved STAGE_BOOK_STORY_OVERVIEW and authorised final manuscript drafting,Authorises book drafting,Book output only,Does not alter pass forward,N/A,Design Decision,N/A,N/A,,,,,,workflow,book only,,adopted,,low,,,Allows timeline writers to draft,Do not revise world architecture without approval,S4-BOOK-STORYOVERVIEW-001;S4-BOOK-CLU-004,approved,Reopen if user changes world plan,Checkpoint approval
S4-BOOK-WRITER-A2,traceability,4,Life Within Future Conditions,Timeline A redesigned writer output integrated,Patchwork Work World novella follows Owen Price from school performance to venue work to local infrastructure crisis,Supports final manuscript,Book output only,Creative synthesis not evidence,N/A,Design Decision,N/A,N/A,Three Lives After the Curve,Year Zero,2026,research/stage-04-life-within-futures/STAGE_BOOK.md,workspace artifact,book output,book only,,adopted,Scenario remains illustrative,low,,,Reader facing scenario modelling,Do not use as downstream authority,S4-BOOK-MATRIX-002;S4-WORLD-SRC-008;S4-PF-001,integrated,Revise if timeline becomes too close to today,Timeline writer A redesigned
S4-BOOK-WRITER-B2,traceability,4,Life Within Future Conditions,Timeline B redesigned writer output integrated,Intelligence Dividend novella follows Noor Rahman from hospital and school pressure to civic contribution to post work meaning,Supports final manuscript,Book output only,Creative synthesis not evidence,N/A,Design Decision,N/A,N/A,Three Lives After the Curve,Year Zero,2026,research/stage-04-life-within-futures/STAGE_BOOK.md,workspace artifact,book output,book only,,adopted,Scenario remains illustrative,low,,,Reader facing scenario modelling,Do not use as downstream authority,S4-BOOK-MATRIX-002;S4-WORLD-SRC-005;S4-WORLD-SRC-006,integrated,Revise if timeline becomes utopian essay,Timeline writer B redesigned
S4-BOOK-WRITER-C2,traceability,4,Life Within Future Conditions,Timeline C redesigned writer output integrated,Surplus World novella follows Tia Morgan from school and family pressure to labour fracture to protected zone asymmetry,Supports final manuscript,Book output only,Creative synthesis not evidence,N/A,Design Decision,N/A,N/A,Three Lives After the Curve,Year Zero,2026,research/stage-04-life-within-futures/STAGE_BOOK.md,workspace artifact,book output,book only,,adopted,Scenario remains illustrative,moderate,,,Reader facing scenario modelling,Do not use as downstream authority,S4-BOOK-MATRIX-002;S4-WORLD-SRC-008;S4-PF-001,integrated,Revise if dystopia becomes prediction,Timeline writer C redesigned
S4-BOOK-HUMAN-001,challenge,4,Life Within Future Conditions,Human believability review passed,Review found protagonists think and act as ordinary people rather than analysts and worlds emerge through lived scenes,Book quality gate,Book output only,Review is literary and behavioural not empirical,N/A,Review,N/A,N/A,,,,,,book review,book only,,adopted,Some expansion could deepen secondary characters,low,,,Approves human perspective discipline,Do not insert analytic omniscience in later edits,S4-BOOK-WRITER-A2;S4-BOOK-WRITER-B2;S4-BOOK-WRITER-C2,ready,Reopen if characters become mouthpieces,Human believability gate
S4-BOOK-CLAIM-004,challenge,4,Life Within Future Conditions,Final scenario book claim review passed,Claim Steward found final manuscript avoids prediction downstream authority curriculum drift and unsupported certainty,Book claim discipline,Book output only,Does not approve downstream authority,N/A,Review,N/A,N/A,,,,,,claim review,book only,,adopted,Book remains scenario fiction grounded in authorised inputs,moderate,,,Approves narrative within claim limits,Do not treat book scenarios as evidence,S4-PF-001;S4-WORLD-SRC-001;S4-WORLD-SRC-009,ready,Reopen if prose is cited as authority,Final book claim review
S4-BOOK-LIT-004,challenge,4,Life Within Future Conditions,Independent literary review approved final redesigned book,Literary review approved Three Lives After the Curve after worldspace redesign and manuscript rewrite,Book quality gate,Book output only,Review is literary not empirical,N/A,Review,N/A,N/A,,,,,,literary review,book only,,adopted,Could be expanded further as public book chapter,low,,,Approves reader facing companion,Do not approve future revisions if worlds collapse into sameness,S4-BOOK-HUMAN-001;S4-BOOK-CLAIM-004,approved,Reopen if user rejects manuscript quality,Literary review gate
S4-BOOK-CLU-005,decision,4,Life Within Future Conditions,Clu final redesigned scenario book approval passed,Clu approved final Stage 4 book after checking world differentiation human believability stage boundary and literary quality,Final book approval,Book output only,Does not authorise Stage 5,N/A,Design Decision,N/A,N/A,Three Lives After the Curve,Year Zero,2026,research/stage-04-life-within-futures/STAGE_BOOK.md,workspace artifact,book output,book only,,adopted,Weakest limitation is further expansion potential,moderate,,,Closes book redesign,Do not begin Stage 5 without separate authorisation,S4-BOOK-LIT-004;S4-BOOK-CLAIM-004,approved,Reopen if user requests revisions,Clu final approval
S4-RESUME-006,decision,4,Life Within Future Conditions,Resume marker after final redesigned scenario book,Stage 4 book has been rebuilt from approved story overview and final STAGE_BOOK is approved while pass forward remains sole authority,Enables safe continuation,Stage closure,Stage 5 not begun,N/A,Design Decision,N/A,N/A,,,,,,resumability,book only,,adopted,Future expansion optional,low,,,Next stage must use PASS_FORWARD only,Do not begin Stage 5 without separate authorisation,S4-BOOK-CLU-005;S4-PF-001,closed_pass_with_cautions,If resuming start with Stage 5 guide only after user authorises,Final redesigned book marker
